transaction_id,date,store_id,product_id,quantity,unit_price,total_amount
TX11272,2026-07-21,S004,P009,1,14.99,14.99
TX11273,2026-07-21,S004,P011,1,24.99,24.99
TX11274,2026-07-21,S004,P013,1,22.99,22.99
TX11275,2026-07-21,S004,P015,1,11.99,11.99
TX11276,2026-07-22,S001,P001,1,29.99,29.99
TX11277,2026-07-22,S001,P001,3,29.99,89.97
TX11278,2026-07-22,S001,P001,1,29.99,29.99
TX11279,2026-07-22,S001,P001,1,29.99,29.99
TX11280,2026-07-22,S001,P001,3,29.99,89.97
TX11281,2026-07-22,S001,P001,3,29.99,89.97
TX11282,2026-07-22,S001,P002,2,89.99,179.98
TX11283,2026-07-22,S001,P002,1,89.99,89.99
TX11284,2026-07-22,S001,P002,3,89.99,269.97
TX11285,2026-07-22,S001,P002,1,89.99,89.99
TX11286,2026-07-22,S001,P003,2,39.99,79.98
TX11287,2026-07-22,S001,P003,1,39.99,39.99
TX11288,2026-07-22,S001,P003,2,39.99,79.98
TX11289,2026-07-22,S001,P004,1,149.99,149.99
TX11290,2026-07-22,S001,P005,1,49.99,49.99
TX11291,2026-07-22,S001,P005,1,49.99,49.99
TX11292,2026-07-22,S001,P006,1,34.99,34.99
TX11293,2026-07-22,S001,P006,3,34.99,104.97
TX11294,2026-07-22,S001,P006,1,34.99,34.99
TX11295,2026-07-22,S001,P007,1,9.99,9.99
TX11296,2026-07-22,S001,P007,1,9.99,9.99
TX11297,2026-07-22,S001,P007,2,9.99,19.98
TX11298,2026-07-22,S001,P007,1,9.99,9.99
TX11299,2026-07-22,S001,P007,2,9.99,19.98
TX11300,2026-07-22,S001,P007,2,9.99,19.98
TX11301,2026-07-22,S001,P008,2,12.99,25.98
TX11302,2026-07-22,S001,P008,2,12.99,25.98
TX11303,2026-07-22,S001,P008,1,12.99,12.99
TX11304,2026-07-22,S001,P008,1,12.99,12.99
TX11305,2026-07-22,S001,P008,1,12.99,12.99
TX11306,2026-07-22,S001,P009,2,14.99,29.98
TX11307,2026-07-22,S001,P009,3,14.99,44.97
TX11308,2026-07-22,S001,P009,1,14.99,14.99
TX11309,2026-07-22,S001,P010,1,19.99,19.99
TX11310,2026-07-22,S001,P010,1,19.99,19.99
TX11311,2026-07-22,S001,P010,1,19.99,19.99
TX11312,2026-07-22,S001,P010,1,19.99,19.99
TX11313,2026-07-22,S001,P011,1,24.99,24.99
TX11314,2026-07-22,S001,P012,2,59.99,119.98
TX11315,2026-07-22,S001,P013,3,22.99,68.97
TX11316,2026-07-22,S001,P014,1,32.99,32.99
TX11317,2026-07-22,S001,P015,1,11.99,11.99
TX11318,2026-07-22,S001,P015,2,11.99,23.98
TX11319,2026-07-22,S002,P001,3,29.99,89.97
TX11320,2026-07-22,S002,P002,1,89.99,89.99
TX11321,2026-07-22,S002,P002,1,89.99,89.99
TX11322,2026-07-22,S002,P003,2,39.99,79.98
TX11323,2026-07-22,S002,P003,1,39.99,39.99
TX11324,2026-07-22,S002,P004,1,149.99,149.99
TX11325,2026-07-22,S002,P006,1,34.99,34.99
TX11326,2026-07-22,S002,P007,2,9.99,19.98
TX11327,2026-07-22,S002,P007,2,9.99,19.98
TX11328,2026-07-22,S002,P008,1,12.99,12.99
TX11329,2026-07-22,S002,P008,2,12.99,25.98
TX11330,2026-07-22,S002,P008,1,12.99,12.99
TX11331,2026-07-22,S002,P009,3,14.99,44.97
TX11332,2026-07-22,S002,P010,3,19.99,59.97
TX11333,2026-07-22,S002,P012,1,59.99,59.99
TX11334,2026-07-22,S002,P013,1,22.99,22.99
TX11335,2026-07-22,S002,P013,2,22.99,45.98
TX11336,2026-07-22,S002,P013,1,22.99,22.99
TX11337,2026-07-22,S002,P015,2,11.99,23.98
TX11338,2026-07-22,S003,P001,2,29.99,59.98
TX11339,2026-07-22,S003,P001,2,29.99,59.98
TX11340,2026-07-22,S003,P002,2,89.99,179.98
TX11341,2026-07-22,S003,P003,1,39.99,39.99
TX11342,2026-07-22,S003,P004,1,149.99,149.99
TX11343,2026-07-22,S003,P006,2,34.99,69.98
TX11344,2026-07-22,S003,P006,1,34.99,34.99
TX11345,2026-07-22,S003,P007,1,9.99,9.99
TX11346,2026-07-22,S003,P007,2,9.99,19.98
TX11347,2026-07-22,S003,P008,1,12.99,12.99
TX11348,2026-07-22,S003,P009,1,14.99,14.99
TX11349,2026-07-22,S003,P009,1,14.99,14.99
TX11350,2026-07-22,S003,P009,2,14.99,29.98
TX11351,2026-07-22,S003,P009,2,14.99,29.98
TX11352,2026-07-22,S003,P010,2,19.99,39.98
TX11353,2026-07-22,S003,P010,1,19.99,19.99
TX11354,2026-07-22,S003,P011,1,24.99,24.99
TX11355,2026-07-22,S003,P013,2,22.99,45.98
TX11356,2026-07-22,S004,P001,1,29.99,29.99
TX11357,2026-07-22,S004,P003,1,39.99,39.99
TX11358,2026-07-22,S004,P003,1,39.99,39.99
TX11359,2026-07-22,S004,P004,1,149.99,149.99
TX11360,2026-07-22,S004,P006,2,34.99,69.98
TX11361,2026-07-22,S004,P006,1,34.99,34.99
TX11362,2026-07-22,S004,P006,1,34.99,34.99
TX11363,2026-07-22,S004,P007,2,9.99,19.98
TX11364,2026-07-22,S004,P008,2,12.99,25.98
TX11365,2026-07-22,S004,P009,1,14.99,14.99
TX11366,2026-07-22,S004,P009,3,14.99,44.97
TX11367,2026-07-22,S004,P010,1,19.99,19.99
TX11368,2026-07-22,S004,P011,1,24.99,24.99
TX11369,2026-07-22,S004,P013,1,22.99,22.99
TX11370,2026-07-22,S004,P015,1,11.99,11.99
TX11371,2026-07-23,S001,P001,3,29.99,89.97
TX11372,2026-07-23,S001,P001,2,29.99,59.98
TX11373,2026-07-23,S001,P001,1,29.99,29.99
TX11374,2026-07-23,S001,P002,2,89.99,179.98
TX11375,2026-07-23,S001,P003,1,39.99,39.99
TX11376,2026-07-23,S001,P003,3,39.99,119.97
TX11377,2026-07-23,S001,P003,1,39.99,39.99
TX11378,2026-07-23,S001,P004,1,149.99,149.99
TX11379,2026-07-23,S001,P006,1,34.99,34.99
TX11380,2026-07-23,S001,P007,3,9.99,29.97
TX11381,2026-07-23,S001,P007,3,9.99,29.97
TX11382,2026-07-23,S001,P007,1,9.99,9.99
TX11383,2026-07-23,S001,P007,2,9.99,19.98
TX11384,2026-07-23,S001,P008,1,12.99,12.99
TX11385,2026-07-23,S001,P008,3,12.99,38.97
TX11386,2026-07-23,S001,P008,3,12.99,38.97
TX11387,2026-07-23,S001,P008,1,12.99,12.99
TX11388,2026-07-23,S001,P009,2,14.99,29.98
TX11389,2026-07-23,S001,P009,2,14.99,29.98
TX11390,2026-07-23,S001,P009,1,14.99,14.99
TX11391,2026-07-23,S001,P009,3,14.99,44.97
TX11392,2026-07-23,S001,P009,2,14.99,29.98
TX11393,2026-07-23,S001,P009,3,14.99,44.97
TX11394,2026-07-23,S001,P009,1,14.99,14.99
TX11395,2026-07-23,S001,P010,1,19.99,19.99
TX11396,2026-07-23,S001,P010,2,19.99,39.98
TX11397,2026-07-23,S001,P011,1,24.99,24.99
TX11398,2026-07-23,S001,P014,1,32.99,32.99
TX11399,2026-07-23,S001,P015,2,11.99,23.98
TX11400,2026-07-23,S002,P001,1,29.99,29.99
TX11401,2026-07-23,S002,P002,1,89.99,89.99
TX11402,2026-07-23,S002,P002,1,89.99,89.99
TX11403,2026-07-23,S002,P003,1,39.99,39.99
TX11404,2026-07-23,S002,P004,1,149.99,149.99
TX11405,2026-07-23,S002,P007,3,9.99,29.97
TX11406,2026-07-23,S002,P007,2,9.99,19.98
TX11407,2026-07-23,S002,P008,2,12.99,25.98
TX11408,2026-07-23,S002,P008,1,12.99,12.99
TX11409,2026-07-23,S002,P008,2,12.99,25.98
TX11410,2026-07-23,S002,P009,2,14.99,29.98
TX11411,2026-07-23,S002,P009,2,14.99,29.98
TX11412,2026-07-23,S002,P009,3,14.99,44.97
TX11413,2026-07-23,S002,P010,1,19.99,19.99
TX11414,2026-07-23,S002,P011,1,24.99,24.99
TX11415,2026-07-23,S002,P012,2,59.99,119.98
TX11416,2026-07-23,S002,P013,1,22.99,22.99
TX11417,2026-07-23,S002,P013,1,22.99,22.99
TX11418,2026-07-23,S002,P014,1,32.99,32.99
TX11419,2026-07-23,S002,P015,3,11.99,35.97
TX11420,2026-07-23,S003,P001,1,29.99,29.99
TX11421,2026-07-23,S003,P002,3,89.99,269.97
TX11422,2026-07-23,S003,P003,2,39.99,79.98
TX11423,2026-07-23,S003,P003,1,39.99,39.99
TX11424,2026-07-23,S003,P006,2,34.99,69.98
TX11425,2026-07-23,S003,P006,1,34.99,34.99
TX11426,2026-07-23,S003,P007,2,9.99,19.98
TX11427,2026-07-23,S003,P007,1,9.99,9.99
TX11428,2026-07-23,S003,P007,1,9.99,9.99
TX11429,2026-07-23,S003,P008,3,12.99,38.97
TX11430,2026-07-23,S003,P008,1,12.99,12.99
TX11431,2026-07-23,S003,P009,2,14.99,29.98
TX11432,2026-07-23,S003,P010,2,19.99,39.98
TX11433,2026-07-23,S003,P010,2,19.99,39.98
TX11434,2026-07-23,S003,P013,1,22.99,22.99
TX11435,2026-07-23,S003,P015,2,11.99,23.98
TX11436,2026-07-23,S004,P001,1,29.99,29.99
TX11437,2026-07-23,S004,P003,2,39.99,79.98
TX11438,2026-07-23,S004,P004,1,149.99,149.99
TX11439,2026-07-23,S004,P007,3,9.99,29.97
TX11440,2026-07-23,S004,P007,2,9.99,19.98
TX11441,2026-07-23,S004,P007,1,9.99,9.99
TX11442,2026-07-23,S004,P008,3,12.99,38.97
TX11443,2026-07-23,S004,P009,1,14.99,14.99
TX11444,2026-07-23,S004,P009,2,14.99,29.98
TX11445,2026-07-23,S004,P009,1,14.99,14.99
TX11446,2026-07-23,S004,P009,1,14.99,14.99
TX11447,2026-07-23,S004,P010,3,19.99,59.97
TX11448,2026-07-23,S004,P013,1,22.99,22.99
TX11449,2026-07-24,S001,P001,3,29.99,89.97
TX11450,2026-07-24,S001,P001,1,29.99,29.99
TX11451,2026-07-24,S001,P001,2,29.99,59.98
TX11452,2026-07-24,S001,P002,1,89.99,89.99
TX11453,2026-07-24,S001,P002,3,89.99,269.97
TX11454,2026-07-24,S001,P002,1,89.99,89.99
TX11455,2026-07-24,S001,P003,3,39.99,119.97
TX11456,2026-07-24,S001,P003,2,39.99,79.98
TX11457,2026-07-24,S001,P005,1,49.99,49.99
TX11458,2026-07-24,S001,P006,2,34.99,69.98
TX11459,2026-07-24,S001,P006,1,34.99,34.99
TX11460,2026-07-24,S001,P006,1,34.99,34.99
TX11461,2026-07-24,S001,P006,1,34.99,34.99
TX11462,2026-07-24,S001,P007,1,9.99,9.99
TX11463,2026-07-24,S001,P007,2,9.99,19.98
TX11464,2026-07-24,S001,P007,2,9.99,19.98
TX11465,2026-07-24,S001,P008,1,12.99,12.99
TX11466,2026-07-24,S001,P008,1,12.99,12.99
TX11467,2026-07-24,S001,P008,1,12.99,12.99
TX11468,2026-07-24,S001,P009,3,14.99,44.97
TX11469,2026-07-24,S001,P009,1,14.99,14.99
TX11470,2026-07-24,S001,P009,2,14.99,29.98
TX11471,2026-07-24,S001,P009,2,14.99,29.98
TX11472,2026-07-24,S001,P009,2,14.99,29.98
TX11473,2026-07-24,S001,P009,2,14.99,29.98
TX11474,2026-07-24,S001,P010,1,19.99,19.99
TX11475,2026-07-24,S001,P011,3,24.99,74.97
TX11476,2026-07-24,S001,P011,3,24.99,74.97
TX11477,2026-07-24,S001,P013,2,22.99,45.98
TX11478,2026-07-24,S001,P015,3,11.99,35.97
TX11479,2026-07-24,S001,P015,1,11.99,11.99
TX11480,2026-07-24,S002,P002,3,89.99,269.97
TX11481,2026-07-24,S002,P003,1,39.99,39.99
TX11482,2026-07-24,S002,P003,2,39.99,79.98
TX11483,2026-07-24,S002,P003,3,39.99,119.97
TX11484,2026-07-24,S002,P004,1,149.99,149.99
TX11485,2026-07-24,S002,P004,1,149.99,149.99
TX11486,2026-07-24,S002,P006,1,34.99,34.99
TX11487,2026-07-24,S002,P007,2,9.99,19.98
TX11488,2026-07-24,S002,P007,2,9.99,19.98
TX11489,2026-07-24,S002,P007,1,9.99,9.99
TX11490,2026-07-24,S002,P007,3,9.99,29.97
TX11491,2026-07-24,S002,P007,2,9.99,19.98
TX11492,2026-07-24,S002,P007,1,9.99,9.99
TX11493,2026-07-24,S002,P008,1,12.99,12.99
TX11494,2026-07-24,S002,P009,2,14.99,29.98
TX11495,2026-07-24,S002,P009,1,14.99,14.99
TX11496,2026-07-24,S002,P009,2,14.99,29.98
TX11497,2026-07-24,S002,P009,1,14.99,14.99
TX11498,2026-07-24,S002,P009,3,14.99,44.97
TX11499,2026-07-24,S002,P010,2,19.99,39.98
TX11500,2026-07-24,S002,P012,1,59.99,59.99
TX11501,2026-07-24,S002,P013,3,22.99,68.97
TX11502,2026-07-24,S002,P014,1,32.99,32.99
TX11503,2026-07-24,S002,P015,1,11.99,11.99
TX11504,2026-07-24,S002,P015,2,11.99,23.98
TX11505,2026-07-24,S002,P015,2,11.99,23.98
TX11506,2026-07-24,S003,P001,1,29.99,29.99
TX11507,2026-07-24,S003,P001,1,29.99,29.99
TX11508,2026-07-24,S003,P003,2,39.99,79.98
TX11509,2026-07-24,S003,P003,1,39.99,39.99
TX11510,2026-07-24,S003,P006,1,34.99,34.99
TX11511,2026-07-24,S003,P007,1,9.99,9.99
TX11512,2026-07-24,S003,P007,3,9.99,29.97
TX11513,2026-07-24,S003,P007,3,9.99,29.97
TX11514,2026-07-24,S003,P008,3,12.99,38.97
TX11515,2026-07-24,S003,P008,1,12.99,12.99
TX11516,2026-07-24,S003,P009,1,14.99,14.99
TX11517,2026-07-24,S003,P009,2,14.99,29.98
TX11518,2026-07-24,S003,P009,1,14.99,14.99
TX11519,2026-07-24,S003,P009,1,14.99,14.99
TX11520,2026-07-24,S003,P010,1,19.99,19.99
TX11521,2026-07-24,S003,P011,1,24.99,24.99
TX11522,2026-07-24,S003,P011,1,24.99,24.99
TX11523,2026-07-24,S003,P011,2,24.99,49.98
TX11524,2026-07-24,S004,P001,1,29.99,29.99
TX11525,2026-07-24,S004,P006,2,34.99,69.98
TX11526,2026-07-24,S004,P007,1,9.99,9.99
TX11527,2026-07-24,S004,P007,1,9.99,9.99
TX11528,2026-07-24,S004,P008,1,12.99,12.99
TX11529,2026-07-24,S004,P009,1,14.99,14.99
TX11530,2026-07-24,S004,P010,1,19.99,19.99
TX11531,2026-07-24,S004,P013,1,22.99,22.99
TX11532,2026-07-24,S004,P015,1,11.99,11.99
TX11533,2026-07-25,S001,P001,1,29.99,29.99
TX11534,2026-07-25,S001,P001,1,29.99,29.99
TX11535,2026-07-25,S001,P001,3,29.99,89.97
TX11536,2026-07-25,S001,P002,2,89.99,179.98
TX11537,2026-07-25,S001,P003,1,39.99,39.99
TX11538,2026-07-25,S001,P003,1,39.99,39.99
TX11539,2026-07-25,S001,P003,1,39.99,39.99
TX11540,2026-07-25,S001,P004,1,149.99,149.99
TX11541,2026-07-25,S001,P005,1,49.99,49.99
TX11542,2026-07-25,S001,P006,1,34.99,34.99
TX11543,2026-07-25,S001,P006,2,34.99,69.98
TX11544,2026-07-25,S001,P006,1,34.99,34.99
TX11545,2026-07-25,S001,P007,3,9.99,29.97
TX11546,2026-07-25,S001,P007,2,9.99,19.98
TX11547,2026-07-25,S001,P007,1,9.99,9.99
TX11548,2026-07-25,S001,P007,1,9.99,9.99
TX11549,2026-07-25,S001,P007,2,9.99,19.98
TX11550,2026-07-25,S001,P007,1,9.99,9.99
TX11551,2026-07-25,S001,P007,1,9.99,9.99
TX11552,2026-07-25,S001,P007,3,9.99,29.97
TX11553,2026-07-25,S001,P008,2,12.99,25.98
TX11554,2026-07-25,S001,P008,3,12.99,38.97
TX11555,2026-07-25,S001,P008,1,12.99,12.99
TX11556,2026-07-25,S001,P009,3,14.99,44.97
TX11557,2026-07-25,S001,P009,1,14.99,14.99
TX11558,2026-07-25,S001,P009,2,14.99,29.98
TX11559,2026-07-25,S001,P009,2,14.99,29.98
TX11560,2026-07-25,S001,P009,2,14.99,29.98
TX11561,2026-07-25,S001,P010,3,19.99,59.97
TX11562,2026-07-25,S001,P011,2,24.99,49.98
TX11563,2026-07-25,S001,P012,1,59.99,59.99
TX11564,2026-07-25,S001,P012,2,59.99,119.98
TX11565,2026-07-25,S001,P013,3,22.99,68.97
TX11566,2026-07-25,S001,P013,1,22.99,22.99
TX11567,2026-07-25,S001,P014,2,32.99,65.98
TX11568,2026-07-25,S001,P015,1,11.99,11.99
TX11569,2026-07-25,S001,P015,1,11.99,11.99
TX11570,2026-07-25,S002,P001,3,29.99,89.97
TX11571,2026-07-25,S002,P002,3,89.99,269.97
TX11572,2026-07-25,S002,P002,1,89.99,89.99
TX11573,2026-07-25,S002,P003,2,39.99,79.98
TX11574,2026-07-25,S002,P004,2,149.99,299.98
TX11575,2026-07-25,S002,P006,1,34.99,34.99
TX11576,2026-07-25,S002,P007,1,9.99,9.99
TX11577,2026-07-25,S002,P007,2,9.99,19.98
TX11578,2026-07-25,S002,P007,2,9.99,19.98
TX11579,2026-07-25,S002,P007,1,9.99,9.99
TX11580,2026-07-25,S002,P008,3,12.99,38.97
TX11581,2026-07-25,S002,P008,1,12.99,12.99
TX11582,2026-07-25,S002,P008,1,12.99,12.99
TX11583,2026-07-25,S002,P009,2,14.99,29.98
TX11584,2026-07-25,S002,P010,2,19.99,39.98
TX11585,2026-07-25,S002,P010,1,19.99,19.99
TX11586,2026-07-25,S002,P010,1,19.99,19.99
TX11587,2026-07-25,S002,P013,2,22.99,45.98
TX11588,2026-07-25,S002,P013,1,22.99,22.99
TX11589,2026-07-25,S002,P015,1,11.99,11.99
TX11590,2026-07-25,S003,P001,1,29.99,29.99
TX11591,2026-07-25,S003,P003,1,39.99,39.99
TX11592,2026-07-25,S003,P003,1,39.99,39.99
TX11593,2026-07-25,S003,P005,1,49.99,49.99
TX11594,2026-07-25,S003,P006,1,34.99,34.99
TX11595,2026-07-25,S003,P007,3,9.99,29.97
TX11596,2026-07-25,S003,P007,2,9.99,19.98
TX11597,2026-07-25,S003,P009,1,14.99,14.99
TX11598,2026-07-25,S003,P010,2,19.99,39.98
TX11599,2026-07-25,S003,P013,2,22.99,45.98
TX11600,2026-07-25,S003,P013,2,22.99,45.98
TX11601,2026-07-25,S003,P015,3,11.99,35.97
TX11602,2026-07-25,S004,P001,2,29.99,59.98
TX11603,2026-07-25,S004,P002,1,89.99,89.99
TX11604,2026-07-25,S004,P003,3,39.99,119.97
TX11605,2026-07-25,S004,P003,1,39.99,39.99
TX11606,2026-07-25,S004,P007,1,9.99,9.99
TX11607,2026-07-25,S004,P008,1,12.99,12.99
TX11608,2026-07-25,S004,P008,1,12.99,12.99
TX11609,2026-07-25,S004,P009,1,14.99,14.99
TX11610,2026-07-25,S004,P009,1,14.99,14.99
TX11611,2026-07-25,S004,P015,1,11.99,11.99
TX11612,2026-07-26,S001,P001,3,29.99,89.97
TX11613,2026-07-26,S001,P001,3,29.99,89.97
TX11614,2026-07-26,S001,P001,1,29.99,29.99
TX11615,2026-07-26,S001,P001,2,29.99,59.98
TX11616,2026-07-26,S001,P003,2,39.99,79.98
TX11617,2026-07-26,S001,P003,1,39.99,39.99
TX11618,2026-07-26,S001,P003,2,39.99,79.98
TX11619,2026-07-26,S001,P003,2,39.99,79.98
TX11620,2026-07-26,S001,P004,1,149.99,149.99
TX11621,2026-07-26,S001,P006,2,34.99,69.98
TX11622,2026-07-26,S001,P007,2,9.99,19.98
TX11623,2026-07-26,S001,P007,3,9.99,29.97
TX11624,2026-07-26,S001,P007,1,9.99,9.99
TX11625,2026-07-26,S001,P007,2,9.99,19.98
TX11626,2026-07-26,S001,P007,1,9.99,9.99
TX11627,2026-07-26,S001,P008,2,12.99,25.98
TX11628,2026-07-26,S001,P008,3,12.99,38.97
TX11629,2026-07-26,S001,P008,2,12.99,25.98
TX11630,2026-07-26,S001,P008,1,12.99,12.99
TX11631,2026-07-26,S001,P009,1,14.99,14.99
TX11632,2026-07-26,S001,P009,3,14.99,44.97
TX11633,2026-07-26,S001,P009,2,14.99,29.98
TX11634,2026-07-26,S001,P009,1,14.99,14.99
TX11635,2026-07-26,S001,P010,1,19.99,19.99
TX11636,2026-07-26,S001,P010,1,19.99,19.99
TX11637,2026-07-26,S001,P010,1,19.99,19.99
TX11638,2026-07-26,S001,P010,1,19.99,19.99
TX11639,2026-07-26,S001,P012,1,59.99,59.99
TX11640,2026-07-26,S001,P012,1,59.99,59.99
TX11641,2026-07-26,S001,P013,3,22.99,68.97
TX11642,2026-07-26,S001,P015,2,11.99,23.98
TX11643,2026-07-26,S001,P015,1,11.99,11.99
TX11644,2026-07-26,S001,P015,3,11.99,35.97
TX11645,2026-07-26,S002,P001,1,29.99,29.99
TX11646,2026-07-26,S002,P001,1,29.99,29.99
TX11647,2026-07-26,S002,P002,2,89.99,179.98
TX11648,2026-07-26,S002,P003,3,39.99,119.97
TX11649,2026-07-26,S002,P004,2,149.99,299.98
TX11650,2026-07-26,S002,P006,2,34.99,69.98
TX11651,2026-07-26,S002,P007,1,9.99,9.99
TX11652,2026-07-26,S002,P007,2,9.99,19.98
TX11653,2026-07-26,S002,P008,2,12.99,25.98
TX11654,2026-07-26,S002,P008,3,12.99,38.97
TX11655,2026-07-26,S002,P009,2,14.99,29.98
TX11656,2026-07-26,S002,P009,3,14.99,44.97
TX11657,2026-07-26,S002,P009,1,14.99,14.99
TX11658,2026-07-26,S002,P009,1,14.99,14.99
TX11659,2026-07-26,S002,P010,2,19.99,39.98
TX11660,2026-07-26,S002,P011,2,24.99,49.98
TX11661,2026-07-26,S002,P011,1,24.99,24.99
TX11662,2026-07-26,S002,P013,1,22.99,22.99
TX11663,2026-07-26,S002,P013,1,22.99,22.99
TX11664,2026-07-26,S002,P014,1,32.99,32.99
TX11665,2026-07-26,S003,P001,1,29.99,29.99
TX11666,2026-07-26,S003,P001,1,29.99,29.99
TX11667,2026-07-26,S003,P001,3,29.99,89.97
TX11668,2026-07-26,S003,P002,1,89.99,89.99
TX11669,2026-07-26,S003,P006,1,34.99,34.99
TX11670,2026-07-26,S003,P006,1,34.99,34.99
TX11671,2026-07-26,S003,P007,2,9.99,19.98
TX11672,2026-07-26,S003,P008,1,12.99,12.99
TX11673,2026-07-26,S003,P009,2,14.99,29.98
TX11674,2026-07-26,S003,P009,1,14.99,14.99
TX11675,2026-07-26,S003,P009,1,14.99,14.99
TX11676,2026-07-26,S003,P010,3,19.99,59.97
TX11677,2026-07-26,S003,P011,1,24.99,24.99
TX11678,2026-07-26,S003,P011,2,24.99,49.98
TX11679,2026-07-26,S003,P011,1,24.99,24.99
TX11680,2026-07-26,S003,P013,3,22.99,68.97
TX11681,2026-07-26,S003,P013,1,22.99,22.99
TX11682,2026-07-26,S003,P014,1,32.99,32.99
TX11683,2026-07-26,S003,P015,3,11.99,35.97
TX11684,2026-07-26,S004,P001,2,29.99,59.98
TX11685,2026-07-26,S004,P002,1,89.99,89.99
TX11686,2026-07-26,S004,P003,1,39.99,39.99
TX11687,2026-07-26,S004,P007,1,9.99,9.99
TX11688,2026-07-26,S004,P008,3,12.99,38.97
TX11689,2026-07-26,S004,P008,1,12.99,12.99
TX11690,2026-07-26,S004,P009,1,14.99,14.99
TX11691,2026-07-26,S004,P009,1,14.99,14.99
TX11692,2026-07-26,S004,P009,2,14.99,29.98
TX11693,2026-07-26,S004,P009,1,14.99,14.99
TX11694,2026-07-26,S004,P010,1,19.99,19.99
TX11695,2026-07-26,S004,P011,1,24.99,24.99
TX11696,2026-07-27,S001,P001,2,29.99,59.98
TX11697,2026-07-27,S001,P001,1,29.99,29.99
TX11698,2026-07-27,S001,P001,1,29.99,29.99
TX11699,2026-07-27,S001,P001,1,29.99,29.99
TX11700,2026-07-27,S001,P001,1,29.99,29.99
TX11701,2026-07-27,S001,P002,3,89.99,269.97
TX11702,2026-07-27,S001,P003,2,39.99,79.98
TX11703,2026-07-27,S001,P004,1,149.99,149.99
TX11704,2026-07-27,S001,P004,1,149.99,149.99
TX11705,2026-07-27,S001,P007,3,9.99,29.97
TX11706,2026-07-27,S001,P007,3,9.99,29.97
TX11707,2026-07-27,S001,P007,1,9.99,9.99
TX11708,2026-07-27,S001,P007,1,9.99,9.99
TX11709,2026-07-27,S001,P008,3,12.99,38.97
TX11710,2026-07-27,S001,P009,3,14.99,44.97
TX11711,2026-07-27,S001,P010,1,19.99,19.99
TX11712,2026-07-27,S001,P010,2,19.99,39.98
TX11713,2026-07-27,S001,P010,2,19.99,39.98
TX11714,2026-07-27,S001,P010,1,19.99,19.99
TX11715,2026-07-27,S001,P011,2,24.99,49.98
TX11716,2026-07-27,S001,P011,1,24.99,24.99
TX11717,2026-07-27,S001,P012,2,59.99,119.98
TX11718,2026-07-27,S001,P012,1,59.99,59.99
TX11719,2026-07-27,S001,P013,3,22.99,68.97
TX11720,2026-07-27,S001,P013,2,22.99,45.98
TX11721,2026-07-27,S001,P014,1,32.99,32.99
TX11722,2026-07-27,S001,P015,2,11.99,23.98
TX11723,2026-07-27,S002,P001,1,29.99,29.99
TX11724,2026-07-27,S002,P001,1,29.99,29.99
TX11725,2026-07-27,S002,P001,1,29.99,29.99
TX11726,2026-07-27,S002,P001,1,29.99,29.99
TX11727,2026-07-27,S002,P003,3,39.99,119.97
TX11728,2026-07-27,S002,P006,1,34.99,34.99
TX11729,2026-07-27,S002,P007,2,9.99,19.98
TX11730,2026-07-27,S002,P008,1,12.99,12.99
TX11731,2026-07-27,S002,P008,2,12.99,25.98
TX11732,2026-07-27,S002,P009,2,14.99,29.98
TX11733,2026-07-27,S002,P009,3,14.99,44.97
TX11734,2026-07-27,S002,P009,1,14.99,14.99
TX11735,2026-07-27,S002,P010,2,19.99,39.98
TX11736,2026-07-27,S002,P010,3,19.99,59.97
TX11737,2026-07-27,S002,P011,1,24.99,24.99
TX11738,2026-07-27,S002,P012,1,59.99,59.99
TX11739,2026-07-27,S002,P013,2,22.99,45.98
TX11740,2026-07-27,S002,P014,1,32.99,32.99
TX11741,2026-07-27,S002,P014,2,32.99,65.98
TX11742,2026-07-27,S002,P015,1,11.99,11.99
TX11743,2026-07-27,S002,P015,2,11.99,23.98
TX11744,2026-07-27,S003,P001,2,29.99,59.98
TX11745,2026-07-27,S003,P001,1,29.99,29.99
TX11746,2026-07-27,S003,P002,2,89.99,179.98
TX11747,2026-07-27,S003,P003,3,39.99,119.97
TX11748,2026-07-27,S003,P003,2,39.99,79.98
TX11749,2026-07-27,S003,P004,1,149.99,149.99
TX11750,2026-07-27,S003,P005,2,49.99,99.98
TX11751,2026-07-27,S003,P007,3,9.99,29.97
TX11752,2026-07-27,S003,P008,2,12.99,25.98
TX11753,2026-07-27,S003,P009,2,14.99,29.98
TX11754,2026-07-27,S003,P009,1,14.99,14.99
TX11755,2026-07-27,S003,P009,1,14.99,14.99
TX11756,2026-07-27,S003,P009,2,14.99,29.98
TX11757,2026-07-27,S003,P009,1,14.99,14.99
TX11758,2026-07-27,S003,P010,1,19.99,19.99
TX11759,2026-07-27,S003,P010,1,19.99,19.99
TX11760,2026-07-27,S003,P011,1,24.99,24.99
TX11761,2026-07-27,S003,P012,2,59.99,119.98
TX11762,2026-07-27,S003,P015,1,11.99,11.99
TX11763,2026-07-27,S003,P015,1,11.99,11.99
TX11764,2026-07-27,S004,P001,2,29.99,59.98
TX11765,2026-07-27,S004,P002,1,89.99,89.99
TX11766,2026-07-27,S004,P003,1,39.99,39.99
TX11767,2026-07-27,S004,P007,1,9.99,9.99
TX11768,2026-07-27,S004,P007,1,9.99,9.99
TX11769,2026-07-27,S004,P007,1,9.99,9.99
